회사명,거래소코드,회계년도,총자본회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),매출채권회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS)
에이치엘비생명과학(주),067630,2019/12,0.04,0.04,0.17,42.72,0.08,0.08,0,3.53,23.9,0.07
에이치엘비생명과학(주),067630,2020/12,0.04,0.05,0.56,8.13,0.13,0.13,0,2.66,6.49,0.12
에이치엘비생명과학(주),067630,2021/12,0.04,0.04,0.63,2.16,0.12,0.12,0,1.8,3.48,0.1
에이치엘비생명과학(주),067630,2022/12,0.06,0.08,0.23,2.72,0.19,0.2,5.12,2.88,0.62,0.17
에이치엘비제약(주),047920,2011/12,1.03,6.27,1.23,5.48,1.55,1.94,7.7,2.27,5.22,0.79
에이치엘비제약(주),047920,2012/12,1.09,5.72,1.35,5.81,1.76,2.24,8.37,2.53,5.15,0.97
에이치엘비제약(주),047920,2013/12,1,4.65,1.27,5.97,1.69,2.19,7.4,2.46,4.3,0.97
에이치엘비제약(주),047920,2014/12,0.9,4.16,1.15,6.88,1.47,1.81,7.79,2.5,3.53,0.8
에이치엘비제약(주),047920,2015/12,0.77,2.08,1.21,7.16,1.25,1.52,6.91,2.79,2.66,0.75
에이치엘비제약(주),047920,2016/12,0.62,1.31,1.16,8.5,1.03,1.2,7.24,2.78,2.09,0.76
에이치엘비제약(주),047920,2017/12,0.38,0.87,0.69,6.52,0.65,0.78,4.04,2.09,1.23,0.43
에이치엘비제약(주),047920,2018/12,0.55,1.23,1.01,7.51,0.98,1.29,4.06,3.57,1.54,0.56
에이치엘비제약(주),047920,2019/12,0.88,2.09,1.52,12.65,1.49,1.93,6.53,5.45,2.71,0.82
에이치엘비제약(주),047920,2020/12,0.51,1.31,0.85,14.64,0.65,0.73,6.39,5.02,4.31,0.39
에이치엘비제약(주),047920,2021/12,0.53,1.02,1.08,16.38,0.86,0.99,6.48,5.91,2.21,0.5
에이치엘비제약(주),047920,2022/12,0.8,1.31,2.04,17.31,1.93,2.64,7.19,7.27,2.14,1.02
에이치엘비테라퓨틱스(주),115450,2011/12,0.3,0.48,0.8,17.97,0.74,0.8,9.71,3.16,1.14,0.42
에이치엘비테라퓨틱스(주),115450,2012/12,0.15,0.33,0.28,8.85,0.57,0.64,4.78,1.97,0.56,0.2
에이치엘비테라퓨틱스(주),115450,2013/12,0.33,0.75,0.59,26.79,1.61,1.85,12.7,5.84,1.08,0.45
에이치엘비테라퓨틱스(주),115450,2014/12,0.48,0.86,1.08,22,1.09,1.22,10.37,6.11,1.45,0.62
에이치엘비테라퓨틱스(주),115450,2015/12,0.32,0.48,0.94,18.88,0.74,0.8,9.53,5.61,1.37,0.57
에이치엘비테라퓨틱스(주),115450,2016/12,0.29,0.42,0.94,16.8,0.96,1.07,9.51,5.94,1.52,0.61
에이치엘비테라퓨틱스(주),115450,2017/12,0.25,0.35,0.89,15.19,0.7,0.75,9.16,6.27,1.57,0.41
에이치엘비테라퓨틱스(주),115450,2018/12,0.51,0.69,2.01,6.51,1.36,1.49,15.4,5.78,4.84,0.84
에이치엘비테라퓨틱스(주),115450,2019/12,0.48,0.74,1.34,5.4,1.09,1.17,15.9,5.49,6.51,0.62
에이치엘비테라퓨틱스(주),115450,2020/12,0.31,0.45,1.03,7.05,0.67,0.71,13.15,6.69,5.4,0.42
에이치엘비테라퓨틱스(주),115450,2021/12,0.26,0.35,1.11,21.08,0.45,0.46,15.67,8.04,6.26,0.33
에이치엘비테라퓨틱스(주),115450,2022/12,0.22,0.3,0.76,25.8,0.4,0.42,11.12,7.13,5.67,0.27
에이치케이이노엔(주),195940,2014/12,,,,,,,,,,
에이치케이이노엔(주),195940,2015/12,0.93,1.5,2.44,15.05,1.82,2.28,9.13,7.68,2.43,1.36
에이치케이이노엔(주),195940,2016/12,1.04,1.67,2.77,18.21,2.04,2.57,9.92,8.22,2.76,1.53
에이치케이이노엔(주),195940,2017/12,1.01,1.5,3.07,19.69,1.97,2.43,10.45,8.16,2.8,1.49
에이치케이이노엔(주),195940,2018/12,1.01,1.46,3.3,20.43,1.92,2.37,10.1,8.26,3.08,1.45
에이치케이이노엔(주),195940,2019/12,1.06,2.1,2.15,23.03,2,2.5,9.97,8.62,3.47,1.33
에이치케이이노엔(주),195940,2020/12,0.47,1.07,0.84,17.56,1.92,2.56,7.65,6.18,2.35,0.99
에이치케이이노엔(주),195940,2021/12,0.45,0.81,0.99,14.9,2.23,3.06,8.26,7.03,3,1.09
에이치케이이노엔(주),195940,2022/12,0.47,0.73,1.28,12.48,1.96,2.69,7.23,6.76,3.26,0.99
에이테크솔루션(주),071670,2011/12,1.1,2.57,1.91,6.74,2.5,6.06,4.27,7.46,2.13,1.16
에이테크솔루션(주),071670,2012/12,1.06,2.52,1.82,7.02,2.3,5.12,4.17,6.3,2.13,1.07
에이테크솔루션(주),071670,2013/12,1.08,2.77,1.77,6.62,2.31,5.22,4.15,6.26,2.21,1.08
에이테크솔루션(주),071670,2014/12,1.18,2.97,1.97,7.74,2.53,5.35,4.81,6.09,2.43,1.2
에이테크솔루션(주),071670,2015/12,0.98,2.43,1.65,6.3,2.07,4.47,3.84,5.17,2.06,0.97
에이테크솔루션(주),071670,2016/12,1.33,3.02,2.37,8.6,2.9,6.61,5.15,7.84,2.7,1.38
에이테크솔루션(주),071670,2017/12,1.11,2.44,2.03,7.76,2.36,5.83,3.97,7.07,2.3,1.18
에이테크솔루션(주),071670,2018/12,1.02,2.33,1.81,7.36,1.99,5.79,3.04,7.19,2.31,0.99
에이테크솔루션(주),071670,2019/12,1.15,2.73,1.98,8.34,2.07,6.15,3.12,7.58,2.87,1.04
에이테크솔루션(주),071670,2020/12,1.18,2.77,2.06,8.37,2.08,5.96,3.2,7.35,3.06,1.08
에이테크솔루션(주),071670,2021/12,1.25,2.77,2.27,9.08,2.2,6.47,3.34,7.91,3.21,1.16
에이테크솔루션(주),071670,2022/12,1.11,2.67,1.9,7.09,1.85,5.25,2.86,6.02,3.13,0.96
에이피시스템(주),265520,2017/12,,,,,,,,,,
에이피시스템(주),265520,2018/12,1.7,6.72,2.27,6.72,2.53,5.08,5.03,34.87,6.62,1.25
에이피시스템(주),265520,2019/12,1.1,4.19,1.48,4.93,1.73,3.6,3.34,14.62,4.73,0.83
에이피시스템(주),265520,2020/12,1.48,4.67,2.17,7.71,2.5,4.24,6.07,10.14,7.01,1.29
에이피시스템(주),265520,2021/12,1.31,3.2,2.22,8.26,2.06,2.58,10.32,7.01,6.75,1.31
에이피시스템(주),265520,2022/12,0.99,2.11,1.88,6.97,1.42,1.76,7.31,7.51,6.04,0.93
에이피에스홀딩스(주),054620,2011/12,1.12,3.02,1.78,12.11,1.49,1.62,17.46,4.77,7.02,0.85
에이피에스홀딩스(주),054620,2012/12,0.9,2.52,1.39,13.27,1.26,1.4,12.85,3.88,4.68,0.71
에이피에스홀딩스(주),054620,2013/12,1.29,2.65,2.53,19.08,2.37,2.94,12.11,6.2,4.17,1.36
에이피에스홀딩스(주),054620,2014/12,0.87,1.72,1.75,6.65,1.77,2.72,5.09,6.78,2.57,1.11
에이피에스홀딩스(주),054620,2015/12,1.17,2.71,2.06,7.95,2.26,3.39,6.75,5.07,3.99,1.26
에이피에스홀딩스(주),054620,2016/12,1.32,3.3,2.2,6.74,2.18,2.52,16.04,3.87,5.63,1.17
에이피에스홀딩스(주),054620,2017/12,0.01,0.02,0.02,0.06,0.02,0.02,0.27,0.04,0.07,0.01
에이피에스홀딩스(주),054620,2018/12,0.01,0.02,0.25,0,0.06,0.06,0,7.83,1.01,0.06
에이피에스홀딩스(주),054620,2019/12,0.01,0.02,0.17,0,0.09,0.09,0,5.79,0.52,0.08
에이피에스홀딩스(주),054620,2020/12,0.02,0.02,0.16,0,0.18,0.18,0,4.97,0.85,0.13
에이피에스홀딩스(주),054620,2021/12,0.05,0.07,0.22,78.03,0.31,0.31,0,11.32,5.2,0.18
에이피에스홀딩스(주),054620,2022/12,0.04,0.07,0.14,23.54,0.22,0.22,14.37,10.7,4.12,0.11
에이피위성(주),211270,2011/12,,,,,,,,,,
에이피위성(주),211270,2012/12,0.67,1.1,1.7,43.51,1.22,1.8,3.81,4.83,1.95,0.72
에이피위성(주),211270,2013/12,1.53,2.3,4.55,45.44,2.32,3.58,6.56,11.07,5.84,1.55
에이피위성(주),211270,2014/12,1.01,1.35,4.03,31.74,1.35,1.76,5.89,8.04,5.1,1.02
에이피위성(주),211270,2015/12,0.93,1.1,6.02,77.27,1.18,1.31,12.43,6.92,5.46,1
에이피위성(주),211270,2016/12,0.39,0.42,5.06,80.38,0.5,0.55,5.77,3.88,3.71,0.46
에이피위성(주),211270,2017/12,0.32,0.37,2.23,28.91,0.4,0.45,3.65,3.93,4.49,0.34
에이피위성(주),211270,2018/12,0.42,0.52,2.15,28.14,0.52,0.59,4.08,4.85,6.84,0.42
에이피위성(주),211270,2019/12,0.45,0.56,2.37,46.45,0.54,0.61,4.82,5.39,5.48,0.44
에이피위성(주),211270,2020/12,0.42,0.56,1.71,37.09,0.48,0.54,4.78,6.34,4.36,0.38
에이피위성(주),211270,2021/12,0.36,0.5,1.28,26.2,0.4,0.45,3.75,5.46,4.04,0.31
에이피위성(주),211270,2022/12,0.49,0.64,1.98,24.92,0.54,0.61,4.88,5.55,5.63,0.42
에이피티씨(주),089970,2011/12,,,,,,,,,,
에이피티씨(주),089970,2012/12,,,,,,,,,,
에이피티씨(주),089970,2013/12,,,,,,,,,,
에이피티씨(주),089970,2014/12,,,,,,,,,,
에이피티씨(주),089970,2017/12,1.39,1.72,7.25,11.36,1.78,4.48,2.94,805.69,9.91,1.44
에이피티씨(주),089970,2018/12,1.29,1.58,7.21,11.05,1.5,2.44,3.88,222.57,14.1,1.25
에이피티씨(주),089970,2019/12,0.91,1.05,6.87,10.62,1.24,1.94,3.47,107.39,13.29,1.06
에이피티씨(주),089970,2020/12,1,1.23,5.36,7.65,1.44,2.62,3.21,20.94,20.74,1.14
에이피티씨(주),089970,2021/12,1.34,1.73,5.92,10.04,1.72,2.81,4.42,32.11,28.57,1.35
에이피티씨(주),089970,2022/12,0.93,1.22,4.04,11.69,1.17,2,2.81,32.27,19.06,0.92
에코바이오홀딩스(주),038870,2011/12,0.11,0.22,0.2,4.99,0.65,0.65,0,362.59,5.79,0.25
에코바이오홀딩스(주),038870,2012/12,0.19,0.44,0.34,8.45,1.12,1.12,0,17.36,104.18,0.53
에코바이오홀딩스(주),038870,2013/12,0.19,0.44,0.33,5.27,0.73,0.73,0,2.46,104.68,0.33
에코바이오홀딩스(주),038870,2014/12,0.22,0.52,0.38,4.58,0.67,0.67,0,1.65,19.16,0.3
에코바이오홀딩스(주),038870,2015/12,0.45,0.86,0.94,6.46,1.35,1.35,0,3.32,19.88,0.61
에코바이오홀딩스(주),038870,2016/12,0.21,0.29,0.74,3.09,0.56,0.56,0,2.19,8.96,0.33
에코바이오홀딩스(주),038870,2017/12,0.42,0.63,1.26,7.33,0.76,0.76,0,2.84,17.77,0.57
에코바이오홀딩스(주),038870,2018/12,0.21,0.35,0.5,4.16,0.32,0.32,0,0.98,4.79,0.23
에코바이오홀딩스(주),038870,2019/12,0.17,0.23,0.66,5.83,0.29,0.29,0,0.71,2.54,0.21
에코바이오홀딩스(주),038870,2020/12,0.23,0.26,2.08,9.55,0.52,0.52,0,1.16,3.15,0.43
에코바이오홀딩스(주),038870,2021/12,0.19,0.24,1,12.83,0.5,0.5,0,2.52,2.41,0.34
에코바이오홀딩스(주),038870,2022/12,0.18,0.24,0.66,16.74,0.4,0.4,0,3.58,1.38,0.25
에코캡(주),128540,2018/12,,,,,,,,,,
에코캡(주),128540,2019/12,0.59,1.01,1.39,8.14,1,1.28,4.64,3.28,2.15,0.65
에코캡(주),128540,2020/12,0.59,1.06,1.36,7.87,1.03,1.31,4.69,2.75,2.19,0.65
에코캡(주),128540,2021/12,0.73,1.45,1.48,8.42,1.21,1.59,5.09,2.66,2.64,0.72
에코캡(주),128540,2022/12,0.97,1.71,2.21,10.03,1.4,1.81,6.11,3.26,3.85,0.88
에코플라스틱(주),038110,2011/12,2.46,5.66,4.34,5.33,4.97,5.51,51.49,7.82,5.51,2.42
에코플라스틱(주),038110,2012/12,2.35,5.49,4.11,5.12,5.83,6.57,52.06,8.43,5.02,2.54
에코플라스틱(주),038110,2013/12,2.27,5.45,3.88,5.21,6.53,7.67,43.69,8.85,4.49,2.66
에코플라스틱(주),038110,2014/12,2.28,5.88,3.73,5.67,6.42,7.41,47.86,8.74,4.49,2.62
에코플라스틱(주),038110,2015/12,2.25,6.27,3.51,5.7,6.39,7.27,52.78,8.82,4.29,2.56
에코플라스틱(주),038110,2016/12,2.04,5.95,3.1,5.46,6.42,7.52,44.01,9.42,3.64,2.46
에코플라스틱(주),038110,2017/12,2.01,5.58,3.13,5.8,6.91,8.49,37.13,11.74,3.47,2.55
에코플라스틱(주),038110,2018/12,1.98,5.56,3.07,5.78,7.31,8.87,41.41,11.88,3.45,2.55
에코플라스틱(주),038110,2019/12,2.02,6.1,3.02,6.17,7.34,8.44,56.45,10.1,3.59,2.46
에코플라스틱(주),038110,2020/12,2.36,7.16,3.53,6.63,7.9,9.09,60.49,11.39,4.39,2.75
에코플라스틱(주),038110,2021/12,2.41,6.68,3.76,6.95,6.82,7.68,61.31,9.28,5.09,2.78
에코플라스틱(주),038110,2022/12,2.43,6.54,3.86,7.58,6.18,6.7,79.16,7.86,6.01,2.77
에프엔에스테크(주),083500,2011/12,1.1,2.88,1.78,7.9,1.78,2.46,6.5,6.35,3.87,1.16
에프엔에스테크(주),083500,2012/12,0.83,1.81,1.55,10.67,1.58,1.94,8.59,6.74,2.11,1.09
에프엔에스테크(주),083500,2013/12,1.47,3.03,2.84,20.65,3.01,3.41,26.12,12.93,3.58,1.96
에프엔에스테크(주),083500,2014/12,0.72,1.53,1.34,9.94,1.64,1.72,34.11,5.4,1.59,0.99
에프엔에스테크(주),083500,2015/12,1.39,3.25,2.43,18.56,2.98,4.3,9.69,12.83,3.04,1.72
에프엔에스테크(주),083500,2016/12,1.46,3.36,2.59,10.96,2.7,4.38,7.05,14.31,3.62,1.54
에프엔에스테크(주),083500,2017/12,1.26,2.26,2.84,9.79,2.74,4.09,8.32,14.44,2.52,1.63
에프엔에스테크(주),083500,2018/12,0.73,1.15,2.01,10.96,1.85,2.47,7.44,9.11,1.29,1.22
에프엔에스테크(주),083500,2019/12,0.46,0.77,1.17,9.7,1.02,1.25,5.51,4.44,0.91,0.67
에프엔에스테크(주),083500,2020/12,1,1.79,2.29,16.45,1.95,3.03,5.46,15.44,2.46,1.19
에프엔에스테크(주),083500,2021/12,0.66,1.13,1.57,16.39,1.48,2.75,3.22,17.01,1.5,0.91
에프엔에스테크(주),083500,2022/12,0.73,1.09,2.18,101.44,2.34,3.27,8.19,20.06,1.32,1.54
엑스큐어(주),070300,2011/12,1.21,1.51,6.04,21.03,1.5,1.66,15.33,11.82,39.3,1.26
엑스큐어(주),070300,2012/12,0.52,0.6,3.81,14.28,0.64,0.74,5.02,9.32,16.25,0.57
엑스큐어(주),070300,2013/12,0.76,0.84,7.99,27.89,1.39,1.68,7.85,9.23,18.27,1.22
엑스큐어(주),070300,2014/12,0.43,0.48,3.94,11.13,1.44,1.89,6.02,4.64,9.68,1.13
엑스큐어(주),070300,2015/12,0.65,0.77,4.38,8.12,1.89,2.88,5.52,8.88,17.48,1.39
엑스큐어(주),070300,2016/12,0.74,0.9,4.04,8.1,1.68,2.54,4.98,6.49,21.86,1.22
엑스큐어(주),070300,2017/12,0.63,0.73,4.61,9.4,0.87,0.95,10.1,7.03,23.95,0.74
엑스큐어(주),070300,2018/12,0.49,0.55,5.19,10.05,0.57,0.58,31.27,6.63,24.24,0.51
엑스큐어(주),070300,2019/12,0.53,0.59,6.1,19.35,0.62,0.63,35.49,6.01,23.53,0.57
엑스큐어(주),070300,2020/12,0.41,0.44,4.8,14.82,0.52,0.54,11.97,7.09,16.84,0.47
엑스큐어(주),070300,2021/12,0.44,0.48,5.05,15.74,0.6,0.63,10.87,7.78,16.07,0.54
엑스큐어(주),070300,2022/12,0.4,0.43,5.71,21.71,0.52,0.55,8.74,6.64,11.65,0.48
엔브이에이치코리아(주),067570,2011/12,1.68,4.85,2.56,4.38,3.09,3.16,143.19,3.86,6.74,1.51
엔브이에이치코리아(주),067570,2012/12,1.66,4.4,2.67,4.59,3.22,3.29,150.08,4.08,6.42,1.58
엔브이에이치코리아(주),067570,2013/12,1.37,2.86,2.62,4.73,2.6,2.64,145.04,4.38,5.75,1.42
엔브이에이치코리아(주),067570,2014/12,1.32,2.32,3.06,6.71,2.63,2.68,148.06,4.57,5.96,1.55
엔브이에이치코리아(주),067570,2015/12,1.29,2.32,2.92,8.01,2.59,2.64,152.14,4.45,5.93,1.48
엔브이에이치코리아(주),067570,2016/12,1.25,2.22,2.84,6.47,2.51,2.56,145.6,5.31,5.66,1.44
엔브이에이치코리아(주),067570,2017/12,1.29,2.2,3.1,6.76,3.12,3.18,162.81,7.79,6.54,1.82
엔브이에이치코리아(주),067570,2018/12,1.14,2.38,2.18,6.94,3.97,4.03,243.95,9.42,7.21,1.71
엔브이에이치코리아(주),067570,2019/12,0.97,2.5,1.59,6.05,4.71,4.77,374.2,8.62,6.66,1.44
엔브이에이치코리아(주),067570,2020/12,0.95,2.43,1.55,6.06,4.88,4.99,235.13,8.59,6.65,1.54
엔브이에이치코리아(주),067570,2021/12,1,2.5,1.66,6.86,5.48,5.6,258.23,10.14,7.23,1.7
엔브이에이치코리아(주),067570,2022/12,0.93,2.32,1.54,6.48,5.66,5.72,543.83,11.64,7.37,1.6
엔시트론(주),101400,2011/12,1.25,2.2,2.88,30.67,2.34,3.23,8.47,14.98,5.26,1.44
엔시트론(주),101400,2012/12,1.12,1.88,2.76,24.88,2.51,3.53,8.66,20.35,4,1.5
엔시트론(주),101400,2013/12,0.83,1.58,1.75,16.33,2.21,3.31,6.64,17.53,2.91,1.08
엔시트론(주),101400,2014/12,1.3,3.24,2.17,14.54,3,4.17,10.71,13.96,8.5,1.33
엔시트론(주),101400,2015/12,1.34,3.6,2.14,9.92,2.6,3.76,8.44,10.11,46.68,1.19
엔시트론(주),101400,2016/12,1.09,2.81,1.78,8.38,2.05,2.84,7.41,5.69,30.85,1.05
엔시트론(주),101400,2017/12,0.58,1.42,0.98,7.56,1.13,1.42,5.62,3.3,19.37,0.65
엔시트론(주),101400,2018/12,0.43,1.22,0.66,10.48,0.93,1.2,4.08,3.6,10.24,0.55
엔시트론(주),101400,2019/12,0.34,0.86,0.55,9.76,1.02,1.4,3.73,3.49,1.65,0.56
엔시트론(주),101400,2020/12,0.34,0.6,0.78,13.47,1.21,1.47,6.95,4.39,1.15,0.71
엔시트론(주),101400,2021/12,0.47,0.78,1.16,29.34,0.81,0.87,11.37,5.96,3.78,0.54
엔시트론(주),101400,2022/12,0.59,0.86,1.92,28.06,0.81,0.9,8.57,5.73,49.36,0.58
엔에이치엔한국사이버결제(주),060250,2011/12,1.99,5.59,3.08,49.13,2.65,2.71,120.04,29.55,16.7,1.43
엔에이치엔한국사이버결제(주),060250,2012/12,2.04,4.91,3.49,60.05,2.89,2.94,170.82,34.32,11.74,1.6
엔에이치엔한국사이버결제(주),060250,2013/12,1.84,4.11,3.33,75.02,2.88,2.9,490.46,31.76,7.69,1.55
엔에이치엔한국사이버결제(주),060250,2014/12,1.35,2.56,2.85,60.15,2.06,2.08,203.03,31.53,6.87,1.2
엔에이치엔한국사이버결제(주),060250,2015/12,1.26,2.22,2.92,72.81,1.81,1.84,111.37,34.03,8.29,1.12
엔에이치엔한국사이버결제(주),060250,2016/12,1.57,2.86,3.49,72.37,2.25,2.29,139.36,40.38,10.73,1.38
엔에이치엔한국사이버결제(주),060250,2017/12,1.67,3.33,3.35,76.8,2.54,2.58,195.2,47.28,8.56,1.51
엔에이치엔한국사이버결제(주),060250,2018/12,1.69,3.76,3.06,112.97,2.5,2.55,151.92,46.62,8.01,1.46
엔에이치엔한국사이버결제(주),060250,2019/12,1.57,3.76,2.69,119.88,2.11,2.15,131.15,42.84,11.19,1.22
엔에이치엔한국사이버결제(주),060250,2020/12,1.81,4.4,3.08,149.37,2.32,2.35,239.8,55.82,21.91,1.34
엔에이치엔한국사이버결제(주),060250,2021/12,1.9,4.68,3.2,155.03,2.41,2.43,356.34,64.8,27.81,1.38
엔에이치엔한국사이버결제(주),060250,2022/12,1.88,4.54,3.19,153.04,2.37,2.39,273.8,65.91,28.49,1.37
엔젯(주),419080,2021/12,,,,,,,,,,
엔젯(주),419080,2022/12,0.4,0.46,3.38,15.98,0.48,0.5,15.82,3.48,2.89,0.44
엘비세미콘(주),061970,2011/12,0.65,1.45,1.19,46.26,2.59,3.48,10.06,5.28,0.97,1.21
엘비세미콘(주),061970,2012/12,0.72,1.55,1.34,74.44,2.63,3.48,10.7,5.76,1.11,1.32
엘비세미콘(주),061970,2013/12,0.47,1.21,0.77,7.98,1.57,2.35,4.74,3.87,0.75,0.78
엘비세미콘(주),061970,2014/12,0.41,1.1,0.64,7.5,1.43,2.1,4.53,3.56,0.63,0.66
엘비세미콘(주),061970,2015/12,0.47,1.25,0.76,46.22,1.86,2.29,9.77,3.63,0.71,0.76
엘비세미콘(주),061970,2016/12,0.62,1.54,1.04,30.77,2.43,2.88,15.74,4.45,0.94,0.98
엘비세미콘(주),061970,2017/12,0.59,1.35,1.04,23.22,2,2.24,18.59,3.93,0.94,0.88
엘비세미콘(주),061970,2018/12,0.58,1.49,0.95,27.25,2.32,2.58,22.33,4.66,1.05,0.89
엘비세미콘(주),061970,2019/12,0.65,1.8,1.03,35.78,3.63,4.17,27.93,7.42,1.23,1.11
엘비세미콘(주),061970,2020/12,0.59,1.61,0.94,25.27,3.33,3.94,21.3,6.69,1.12,1.04
엘비세미콘(주),061970,2021/12,0.57,1.53,0.92,21.93,3.27,3.95,19.14,6.68,1,1.07
엘비세미콘(주),061970,2022/12,0.59,1.53,0.97,26.32,3.59,4.32,21.21,7.74,0.92,1.19
엘컴텍(주),037950,2011/12,0.77,2.51,1.12,7.3,2.31,3.78,5.96,5.43,2.29,0.79
엘컴텍(주),037950,2012/12,0.61,0,0.69,5.59,2.12,3.99,4.51,5.21,1.37,0.55
엘컴텍(주),037950,2013/12,0.4,0,0.5,4.48,1.82,3.01,4.61,4.69,0.65,0.42
엘컴텍(주),037950,2014/12,0.39,0.56,1.29,22.76,2.55,3.02,16.24,8.92,0.7,0.99
엘컴텍(주),037950,2015/12,0.7,0.93,2.93,42.79,3.77,5.13,14.23,10.46,1.72,1.67
엘컴텍(주),037950,2016/12,0.77,0.89,5.33,38.49,3.53,4.83,13.13,9.03,1.95,2.17
엘컴텍(주),037950,2017/12,0.59,0.64,7.75,30.74,3.08,4.04,13,8.78,1.51,2.26
엘컴텍(주),037950,2018/12,0.46,0.49,8.32,33.53,3.15,4.23,12.4,7.42,1.18,2.34
엘컴텍(주),037950,2019/12,0.54,0.58,8.65,54.24,3.5,4.48,16.03,9.64,1.31,2.52
엘컴텍(주),037950,2020/12,0.51,0.56,5.33,25.96,2.77,3.65,11.51,10.05,1.1,1.88
엘컴텍(주),037950,2021/12,0.7,0.78,7.06,28.65,3.36,4.7,11.78,11.95,1.48,2.43
엘컴텍(주),037950,2022/12,0.59,0.64,7.51,25.27,1.92,2.35,10.37,9.46,1.5,1.57
엘티씨(주),170920,2011/12,,,,,,,,,,
엘티씨(주),170920,2012/12,2.11,3.84,4.66,14.69,4.15,5.06,23.18,18.61,4.96,2.91
엘티씨(주),170920,2013/12,1.58,2.04,6.93,18.28,2.54,2.79,28.02,18.62,5.27,2.08
엘티씨(주),170920,2014/12,0.97,1.08,9.63,20.48,1.6,1.71,25.86,16.82,3.69,1.39
엘티씨(주),170920,2015/12,0.74,0.87,4.92,20.28,1.75,1.9,22.26,22.26,2.16,1.38
엘티씨(주),170920,2016/12,0.52,0.69,2.09,22.75,1.65,1.86,14.62,25.15,1.27,1.19
엘티씨(주),170920,2017/12,0.42,0.6,1.39,29.17,1.38,1.62,9.38,21.03,1,1
엘티씨(주),170920,2018/12,0.43,0.62,1.38,22.66,1.41,1.75,7.21,18.93,1.05,0.92
엘티씨(주),170920,2019/12,0.42,0.63,1.31,22.98,1.42,1.72,7.95,17.74,1.09,0.83
엘티씨(주),170920,2020/12,0.44,0.67,1.31,26.76,1.33,1.48,13.28,22.34,1.21,0.75
엘티씨(주),170920,2021/12,0.29,0.44,0.86,13.89,0.77,0.86,6.96,11,0.8,0.43
엘티씨(주),170920,2022/12,0.35,0.57,0.93,23.22,1.11,1.29,8.03,13.11,1.11,0.53
엠에프엠코리아(주),251960,2011/12,,,,,,,,,,
엠에프엠코리아(주),251960,2012/12,,,,,,,,,,
엠에프엠코리아(주),251960,2013/12,,,,,,,,,,
엠에프엠코리아(주),251960,2014/12,,,,,,,,,,
엠에프엠코리아(주),251960,2015/12,,,,,,,,,,
엠에프엠코리아(주),251960,2016/12,,,,,,,,,,
엠에프엠코리아(주),251960,2017/12,,,,,,,,,,
엠에프엠코리아(주),251960,2018/12,,,,,,,,,,
엠에프엠코리아(주),323230,2019/12,,,,,,,,,,
엠에프엠코리아(주),251960,2019/12,1.69,4.01,2.92,5.59,2.33,3.48,7.07,3.78,3591.16,1.32
엠에프엠코리아(주),323230,2020/12,1.13,2.34,2.18,4.32,1.57,2.17,5.66,2.64,4663.49,0.96
엠에프엠코리아(주),323230,2021/12,1.24,2.58,2.38,5.64,1.56,2.05,6.44,2.53,4034.32,1.05
엠에프엠코리아(주),323230,2022/12,0.88,1.8,1.72,3.91,1.1,1.53,3.89,1.92,1590.75,0.72
엠케이전자(주),033160,2011/12,2.89,7.47,4.72,18.78,3.74,5.45,11.9,7.08,25.2,2.11
엠케이전자(주),033160,2012/12,2.63,6.21,4.56,18.71,3.58,5.4,10.68,7.37,17.34,2.03
엠케이전자(주),033160,2013/12,2.13,4.33,4.17,20.58,3.26,4.78,10.29,6.53,12.76,1.85
엠케이전자(주),033160,2014/12,1.74,3.38,3.58,17.66,3.01,4.56,8.89,5.92,10.35,1.66
엠케이전자(주),033160,2015/12,1.45,2.88,2.91,18.7,2.74,4.35,7.42,5.74,9.06,1.43
엠케이전자(주),033160,2016/12,1.39,3.08,2.53,18.72,2.96,4.79,7.76,6.02,10.29,1.38
엠케이전자(주),033160,2017/12,1.33,2.95,2.43,17.44,3.01,4.83,8,5.9,10.59,1.36
엠케이전자(주),033160,2018/12,1.27,3,2.21,27.61,2.99,4.76,8,6.6,9.51,1.28
엠케이전자(주),033160,2019/12,1.25,3.46,1.96,21.95,3,4.86,7.83,6.69,9.56,1.21
엠케이전자(주),033160,2020/12,1.58,4.6,2.41,19.82,3.49,5.51,9.49,7.45,13.26,1.48
엠케이전자(주),033160,2021/12,1.6,4.58,2.47,22.52,3.58,5.58,9.96,7.25,14.23,1.63
엠케이전자(주),033160,2022/12,1.53,4.14,2.43,25.52,3.77,6.05,10.01,7.83,13.12,1.74
엠텍비젼(주),074000,2011/12,0.2,0.92,0.25,21.95,0.79,1.23,2.18,10.35,1.4,0.3
엠텍비젼(주),074000,2012/12,0.1,0.98,0.12,20.68,0.76,0.92,4.39,14.73,2.02,0.17
엠텍비젼(주),074000,2013/12,0.1,2.24,0.11,74.39,1.38,1.69,7.66,25.01,1.78,0.13
영신금속공업(주),007530,2011/12,1.28,3.66,1.96,6.16,3.99,6.07,11.67,9.06,2.01,1.8
영신금속공업(주),007530,2012/12,1.19,3.91,1.7,6.13,3.69,5.7,10.41,7.69,1.87,1.58
